Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
SF10116,Tamil Nadu,Raichur,Rice,Rabi,0.58,566.9,21.6,51.7,8.2,5.41,17.8,141.3,71.4,133.8,Drip,221.4,7.55,0.94,0.5,0.29,22660,40401,6571,-33830,849,0.342,37.1
SF10117,Andhra Pradesh,Warangal,Maize,Kharif,13.77,850.2,31.2,57.4,8.3,5.8,29.8,109.1,57.8,140.6,Flood,129.9,2.9,0.92,1.43,19.69,21209,705327,417605,-287722,8861,2.222,55.4
SF10118,Andhra Pradesh,Nalgonda,Rice,Zaid,13.6,327.7,26.9,42.8,10.0,7.34,15.7,118.0,32.6,59.6,Sprinkler,235.3,6.63,0.67,1.54,20.94,20763,955996,434777,-521219,20384,1.027,31.4
SF10119,Karnataka,Nashik,Pulses,Rabi,11.2,346.3,23.4,32.4,7.2,6.91,25.0,129.4,34.7,104.6,Sprinkler,129.0,6.4,0.81,1.12,12.54,69488,668822,871380,202558,3842,3.264,32.6
SF10120,Karnataka,Erode,Groundnut,Kharif,13.76,968.7,27.3,71.1,5.7,6.88,27.0,96.8,62.5,128.4,Sprinkler,232.2,1.55,0.88,1.91,26.28,40712,964006,1069911,105905,7261,3.619,74.9
SF10121,Gujarat,Rajkot,Groundnut,Kharif,11.46,619.1,24.5,83.3,6.6,6.71,30.4,84.1,46.5,113.3,Rainfed,184.4,4.84,0.84,2.07,23.72,65653,811732,1557289,745557,2898,8.185,60.2
SF10122,Maharashtra,Erode,Cotton,Kharif,3.26,896.1,34.8,69.5,7.2,5.55,,63.3,59.8,144.8,Sprinkler,164.3,4.67,0.98,0.3,0.98,57631,193353,56478,-136875,2439,0.402,51.3
SF10123,Madhya Pradesh,Warangal,Rice,Rabi,4.65,227.6,24.9,55.9,6.8,7.8,26.3,97.5,96.6,97.0,Flood,162.3,3.82,0.95,0.66,3.07,26404,294129,81060,-213069,8874,0.346,36.6
SF10124,Punjab,Indore,Pulses,Kharif,2.54,499.7,29.6,76.4,7.2,7.74,30.7,112.7,42.4,125.0,Drip,201.3,4.02,0.97,0.4,1.02,73000,182833,74460,-108373,895,1.14,51.3
SF10125,Madhya Pradesh,Rajkot,Pulses,Kharif,14.46,763.3,32.5,77.0,6.3,7.23,27.2,158.4,51.1,56.6,Rainfed,206.5,4.14,0.97,0.78,11.28,79479,1012756,896523,-116233,2927,3.854,65.4
SF10126,Maharashtra,Nalgonda,Chilli,Rabi,8.45,575.8,24.3,57.8,7.5,7.02,18.5,115.2,67.5,125.0,Sprinkler,197.3,4.51,0.93,2.34,19.77,90018,532885,1779656,1246771,5842,3.384,57.1
SF10127,Telangana,Guntur,Wheat,Rabi,3.75,99.6,27.2,56.7,6.8,6.08,26.1,160.8,66.3,46.8,Rainfed,101.6,4.45,0.97,1.6,6.0,23135,192862,138810,-54052,1165,5.15,41.7
SF10128,Tamil Nadu,Erode,Wheat,Rabi,11.28,281.9,23.4,69.3,7.4,6.62,27.2,154.3,28.4,95.3,Rainfed,154.9,5.89,0.68,2.24,25.27,27337,702245,690806,-11439,3065,8.245,31.0
SF10129,Maharashtra,Raichur,Maize,Rabi,10.33,606.2,21.7,46.6,9.5,6.73,33.2,121.8,60.8,92.8,Drip,166.9,3.5,0.84,4.89,50.51,19769,685674,998532,312858,5130,9.846,48.8
SF10130,Maharashtra,Nalgonda,Pulses,Rabi,3.95,296.0,23.2,68.3,8.3,6.93,17.0,77.0,76.7,68.9,Sprinkler,114.9,9.35,0.74,1.01,3.99,86219,272305,344014,71709,1545,2.583,22.2
SF10131,Tamil Nadu,Nalgonda,Wheat,Kharif,4.55,759.9,26.9,78.0,8.1,6.17,32.2,115.5,63.7,55.6,Flood,127.0,5.57,0.91,2.73,12.42,23075,292455,286592,-5863,3187,3.897,47.0
SF10132,Karnataka,Guntur,Cotton,Kharif,6.85,1044.5,26.3,73.7,7.1,7.12,31.5,153.5,70.0,88.9,Sprinkler,178.3,4.87,0.96,1.86,12.74,67026,398694,853911,455217,5482,2.324,46.2
SF10133,Telangana,Warangal,Sugarcane,Kharif,3.83,1158.2,27.2,68.4,7.0,7.4,32.2,84.3,51.2,95.2,Sprinkler,252.4,5.08,0.82,29.47,112.87,3123,263380,352493,89113,6337,17.811,53.9
SF10134,Telangana,Indore,Chilli,Rabi,5.69,765.3,22.2,56.6,7.4,6.42,21.5,139.4,72.6,128.8,Flood,227.4,5.88,0.87,1.88,10.7,117774,375375,1260182,884807,5136,2.083,37.9
SF10135,Tamil Nadu,Ludhiana,Cotton,Rabi,8.33,537.6,20.5,63.2,7.2,7.31,30.0,126.6,82.2,98.2,Drip,201.8,3.16,0.7,1.11,9.25,62535,460863,578449,117586,5878,1.574,41.0
SF10136,Telangana,Erode,Cotton,Rabi,4.29,812.8,28.0,56.6,8.7,7.65,27.6,126.0,43.4,158.3,Rainfed,272.7,5.64,0.97,0.51,2.19,71950,281826,157570,-124256,1849,1.184,57.3
SF10137,Madhya Pradesh,Nashik,Groundnut,Rabi,5.33,582.1,22.4,44.7,8.0,5.2,19.5,133.4,63.0,125.4,Flood,139.1,4.68,0.94,0.3,1.6,52984,278482,84774,-193708,3109,0.515,36.6
SF10138,Maharashtra,Krishna,Wheat,Kharif,6.37,672.2,25.3,66.5,8.6,6.73,37.6,115.8,60.6,108.7,Drip,137.3,6.29,0.91,4.38,27.9,23998,417483,669544,252061,3243,8.603,46.9
SF10139,Telangana,Ludhiana,Wheat,Rabi,13.3,752.6,26.9,45.1,8.4,5.74,24.4,154.8,81.9,91.4,Drip,124.1,4.74,0.76,1.49,19.82,22320,912967,442382,-470585,6473,3.062,30.3
SF10140,Punjab,Erode,Wheat,Rabi,9.85,586.7,28.3,56.9,7.8,6.96,21.9,140.5,70.9,147.9,Flood,147.6,3.67,0.78,3.16,31.13,21067,752982,655816,-97166,7671,4.058,44.3
SF10141,Tamil Nadu,Warangal,Groundnut,Kharif,8.76,443.7,28.8,77.7,8.4,8.4,32.3,139.5,47.3,96.8,Drip,281.3,2.15,0.99,0.3,2.63,59496,557065,156474,-400591,4202,0.626,66.0
SF10142,Madhya Pradesh,Nashik,Wheat,Kharif,11.36,695.0,25.8,67.0,5.6,7.19,31.1,134.4,69.3,108.5,Rainfed,245.2,6.07,0.89,2.17,24.65,19736,649416,486492,-162924,3334,7.394,38.8
SF10143,Andhra Pradesh,Rajkot,Wheat,Kharif,5.98,873.4,28.0,75.4,6.5,6.82,21.3,122.8,55.8,55.4,Rainfed,161.4,4.38,0.71,2.54,15.19,27576,333731,418879,85148,1807,8.406,49.4
SF10144,Tamil Nadu,Nalgonda,Rice,Rabi,2.07,336.3,24.0,48.2,10.1,6.71,17.9,124.5,59.7,166.8,Sprinkler,147.6,2.53,0.74,3.98,8.24,20254,146114,166893,20779,2491,3.308,36.9
SF10145,Gujarat,Ludhiana,Chilli,Rabi,14.69,159.9,22.3,47.4,9.2,6.06,18.8,192.2,58.9,131.2,Flood,178.5,6.0,0.91,1.39,20.42,107756,1018941,2200378,1181437,12655,1.614,34.2
SF10146,Karnataka,Krishna,Wheat,Kharif,13.57,922.3,28.0,87.4,6.0,6.07,27.3,111.3,54.5,104.8,Flood,184.9,6.25,0.74,1.98,26.87,20998,864572,564216,-300356,9147,2.938,48.1
SF10147,Telangana,Erode,Cotton,Rabi,11.52,537.2,26.2,63.9,7.0,7.63,22.4,121.3,44.7,124.1,Flood,159.7,9.77,0.72,0.66,7.6,65554,894553,498210,-396343,10714,0.709,35.4
SF10148,Madhya Pradesh,Krishna,Chilli,Kharif,1.07,880.4,33.3,71.7,8.2,7.84,40.9,146.0,71.8,109.1,Flood,118.5,5.35,0.87,0.47,0.5,89501,71809,44750,-27059,742,0.674,47.4
SF10149,Maharashtra,Krishna,Groundnut,Rabi,2.86,108.0,27.9,78.3,9.4,6.97,23.2,153.2,85.1,100.1,Flood,166.9,4.18,0.78,1.49,4.26,59116,188358,251834,63476,1704,2.5,42.0
SF10150,Telangana,Erode,Groundnut,Kharif,13.86,878.5,29.8,81.4,6.3,7.65,30.1,83.4,84.4,152.7,Flood,204.1,3.38,0.94,0.72,9.98,60346,1025521,602253,-423268,9248,1.079,70.8
SF10151,Punjab,Nalgonda,Chilli,Rabi,2.99,587.0,27.9,46.2,8.2,6.5,20.2,141.7,74.9,51.5,Drip,320.8,5.61,0.99,3.02,9.03,80884,250199,730383,480184,1595,5.661,32.3
SF10152,Maharashtra,Nalgonda,Rice,Rabi,10.27,240.1,22.1,76.7,6.4,6.62,22.8,150.0,69.9,134.6,Sprinkler,164.7,4.52,0.96,3.2,32.86,17570,598738,577350,-21388,13621,2.412,30.7
SF10153,Karnataka,Krishna,Pulses,Kharif,8.5,634.4,23.6,52.2,6.1,7.95,28.8,159.3,50.2,143.5,Drip,151.5,4.78,0.72,0.31,2.64,67989,464484,179491,-284993,2785,0.948,35.0
SF10154,Punjab,Guntur,Rice,Kharif,6.24,896.0,28.4,65.9,5.8,7.92,25.6,162.5,70.1,79.7,Drip,133.7,4.96,0.79,0.73,4.56,21168,314286,96526,-217760,8937,0.51,55.4
SF10155,Telangana,Ludhiana,Sugarcane,Kharif,9.12,932.6,29.3,65.5,8.7,6.38,34.0,40.0,69.1,113.1,Flood,229.1,4.19,0.82,47.88,436.67,3550,751898,1550178,798280,21550,20.263,54.4
SF10156,Madhya Pradesh,Guntur,Sugarcane,Kharif,4.5,867.9,27.3,66.6,7.2,6.17,38.2,115.9,48.2,91.2,Drip,225.6,4.01,0.82,62.09,279.41,3089,290078,863097,573019,8473,32.977,48.7
SF10157,Punjab,Ludhiana,Sugarcane,Kharif,14.42,457.0,27.8,54.9,7.0,5.2,25.9,107.6,42.6,118.4,Rainfed,167.8,4.06,0.72,4.19,60.42,3027,907734,182891,-724843,13244,4.562,52.8
SF10158,Andhra Pradesh,Nashik,Cotton,Zaid,5.4,80.0,30.2,64.5,7.8,7.14,28.8,48.2,93.3,114.5,Flood,219.6,3.56,0.8,0.8,4.32,67951,342108,293548,-48560,5863,0.737,34.8
SF10159,Tamil Nadu,Warangal,Pulses,Kharif,13.92,1197.9,22.3,74.6,7.2,7.84,24.0,108.1,92.6,132.5,Flood,64.1,8.65,0.67,0.3,4.18,84840,1020899,354631,-666268,5884,0.71,49.9
SF10160,Karnataka,Guntur,Rice,Rabi,1.46,80.0,22.5,67.8,6.9,6.47,26.5,90.2,75.4,114.8,Rainfed,134.3,0.75,0.88,2.37,3.46,22447,88554,77667,-10887,1462,2.367,50.4
SF10161,Maharashtra,Nalgonda,Rice,Kharif,2.76,820.3,27.4,80.6,6.8,5.25,22.7,87.5,61.7,51.9,Flood,140.1,6.72,0.93,0.3,0.83,22344,185413,18546,-166867,5573,0.149,63.4
SF10162,Maharashtra,Nashik,Rice,Rabi,12.53,442.9,20.5,53.0,7.6,6.06,25.2,128.5,63.6,100.6,Sprinkler,76.8,6.87,0.87,2.33,29.19,24451,855715,713725,-141990,18604,1.569,29.7
SF10163,Telangana,Krishna,Maize,Zaid,1.58,313.9,27.7,41.8,9.0,6.87,16.5,142.9,59.9,99.3,Sprinkler,143.5,8.86,0.81,3.69,5.83,20761,121054,121037,-17,662,8.807,25.6
SF10164,Madhya Pradesh,Erode,Pulses,Zaid,3.55,445.9,29.7,61.1,8.2,5.58,20.0,98.2,25.5,139.1,Flood,194.7,2.7,0.89,,1.06,58920,206701,62455,-144246,1837,0.577,44.3
SF10165,Telangana,Guntur,Sugarcane,Rabi,4.0,391.2,25.6,59.8,8.7,7.19,21.8,76.7,74.6,111.1,Rainfed,189.6,7.85,0.67,36.91,147.64,3771,259517,556750,297233,3618,40.807,24.0
SF10166,Andhra Pradesh,Erode,Wheat,Kharif,13.1,795.3,24.5,55.5,6.3,8.34,30.9,124.8,46.3,149.8,Flood,161.7,7.08,0.97,0.3,3.93,21813,871765,85725,-786040,10261,0.383,44.8
SF10167,Maharashtra,Warangal,Chilli,Kharif,14.99,697.7,27.4,61.3,6.5,5.53,26.2,172.2,76.6,104.8,Sprinkler,172.4,5.59,0.99,0.7,10.49,102884,940792,1079253,138461,8999,1.166,48.6
SF10168,Tamil Nadu,Nashik,Rice,Rabi,8.43,407.1,21.3,60.1,8.0,6.59,24.4,116.4,70.6,128.5,Flood,301.1,2.9,0.98,3.22,27.14,18202,706137,494002,-212135,13146,2.065,33.7
SF10169,Karnataka,Erode,Chilli,Zaid,8.99,142.5,37.1,65.7,7.6,6.47,20.0,104.1,52.9,124.6,Drip,199.5,7.2,0.76,1.19,10.7,116560,644651,1247192,602541,4758,2.249,33.9
SF10170,Maharashtra,Erode,Cotton,Rabi,4.65,520.0,20.1,58.6,8.0,6.32,31.3,85.4,85.2,69.1,Drip,69.1,4.84,0.89,1.43,6.65,70386,222809,468067,245258,2992,2.223,42.7
SF10171,Maharashtra,Rajkot,Maize,Kharif,7.86,699.2,31.4,73.3,8.7,6.71,31.3,113.7,59.6,117.1,Flood,231.6,3.08,0.73,4.2,33.01,20755,430506,685123,254617,6532,5.054,47.7
SF10172,Punjab,Warangal,Groundnut,Rabi,12.38,542.7,19.9,61.5,7.0,6.5,31.8,87.3,47.8,144.1,Flood,258.0,3.65,0.87,1.54,19.07,53882,963373,1027530,64157,8914,2.139,39.5
SF10173,Maharashtra,Nashik,Pulses,Kharif,5.96,621.6,27.7,76.0,8.2,6.8,24.6,111.3,51.8,111.1,Rainfed,44.8,0.65,0.8,1.47,8.76,67101,213412,587805,374393,1242,7.053,59.3
SF10174,Gujarat,Warangal,Rice,Rabi,4.76,464.9,21.6,62.5,8.1,5.86,20.0,40.0,58.0,52.8,Flood,191.3,2.86,0.96,1.11,5.28,21916,312302,115716,-196586,7861,0.672,46.0
SF10175,Telangana,Indore,Wheat,Kharif,2.03,1085.5,28.9,77.9,6.4,6.69,31.9,156.5,35.2,111.4,Rainfed,100.5,5.38,0.98,3.21,6.52,23900,127691,155828,28137,577,11.3,63.9
SF10176,Karnataka,Guntur,Pulses,Zaid,2.53,80.0,34.0,56.9,8.8,7.99,22.8,131.0,39.9,129.8,Flood,262.9,6.8,0.99,0.3,0.76,67343,179667,51181,-128486,1363,0.558,35.4
SF10177,Karnataka,Warangal,Chilli,Zaid,13.38,117.8,31.6,43.9,6.4,7.07,19.4,182.1,34.4,122.0,Rainfed,158.9,4.95,0.78,1.5,20.07,92244,788466,1851337,1062871,4313,4.653,43.7
SF10178,Gujarat,Nashik,Groundnut,Rabi,12.77,520.5,27.1,55.7,7.4,6.18,31.3,89.9,72.2,109.1,Rainfed,269.9,1.63,0.72,1.19,15.2,55049,974498,836745,-137753,4087,3.719,53.7
SF10179,Madhya Pradesh,Erode,Pulses,Rabi,7.05,356.7,27.0,49.5,6.2,5.2,14.4,156.7,45.1,164.2,Rainfed,116.3,8.18,0.99,0.3,2.11,76299,557552,160991,-396561,1334,1.582,21.6
SF10180,Maharashtra,Raichur,Rice,Zaid,10.65,177.6,31.5,43.6,8.0,7.55,18.2,144.8,31.1,122.8,Flood,184.8,5.33,0.9,1.0,10.65,17097,808697,182083,-626614,21888,0.487,28.0
SF10181,Tamil Nadu,Raichur,Wheat,Zaid,3.71,576.2,29.3,48.9,8.0,6.67,20.9,152.4,69.7,78.9,Rainfed,40.0,3.98,0.97,2.3,8.53,22539,163945,192258,28313,992,8.599,44.0
SF10182,Madhya Pradesh,Nashik,Wheat,Rabi,7.42,532.6,24.4,65.0,6.8,6.94,25.9,83.0,50.6,92.5,Sprinkler,144.3,5.24,0.85,2.89,21.44,25961,476065,556604,80539,3382,6.339,45.8
SF10183,Telangana,Nalgonda,Rice,Rabi,14.58,641.7,21.3,61.8,7.5,6.65,22.6,99.8,40.7,134.7,Flood,289.4,3.74,0.96,3.1,45.2,25564,1035362,1155493,120131,23605,1.915,43.4
SF10184,Maharashtra,Krishna,Chilli,Kharif,11.4,815.8,28.6,80.2,8.8,6.61,37.0,133.2,69.6,100.5,Rainfed,145.7,9.41,0.76,2.38,27.13,102137,710093,2770977,2060884,3802,7.136,37.8
SF10185,Telangana,Erode,Pulses,Kharif,1.95,1072.4,25.9,71.1,5.7,5.95,34.2,48.2,98.5,146.8,Drip,241.7,9.25,0.88,0.64,1.25,77841,134547,97301,-37246,628,1.99,46.9
SF10186,Maharashtra,Guntur,Rice,Zaid,7.74,271.1,36.0,49.9,6.5,7.22,16.9,112.5,39.0,152.0,Sprinkler,137.0,3.85,0.95,1.84,14.24,23621,593150,336363,-256787,11788,1.208,42.9
SF10187,Tamil Nadu,Indore,Rice,Rabi,2.39,,21.3,55.5,8.4,7.08,30.0,103.3,53.4,102.7,Flood,177.5,6.51,0.77,2.41,5.76,22588,171055,130107,-40948,3882,1.484,43.3
SF10188,Telangana,Indore,Wheat,Kharif,1.44,927.2,27.3,75.8,7.2,6.61,36.9,188.9,61.6,121.1,Drip,215.6,4.27,0.74,3.53,5.08,24563,117305,124780,7475,666,7.628,72.6
SF10189,Madhya Pradesh,Indore,Pulses,Rabi,5.67,358.4,25.1,59.5,7.5,6.62,30.1,151.4,39.8,124.4,Drip,184.6,4.55,0.81,1.27,7.2,73052,389581,525974,136393,1597,4.508,40.6
SF10190,Tamil Nadu,Krishna,Groundnut,Kharif,2.04,927.0,27.7,70.9,5.0,6.97,31.8,154.2,68.9,113.4,Flood,257.7,8.39,0.67,2.06,4.2,52915,140715,222243,81528,1093,3.843,43.9
SF10191,Tamil Nadu,Indore,Chilli,Kharif,2.16,1068.9,29.7,73.0,7.1,6.97,30.6,148.9,50.1,126.2,Sprinkler,308.3,6.18,0.83,1.7,3.67,102163,183052,374938,191886,1427,2.572,60.7
SF10192,Madhya Pradesh,Rajkot,Wheat,Rabi,12.63,275.6,25.3,59.8,8.1,6.75,29.7,93.9,58.2,76.2,Rainfed,260.6,6.26,0.77,2.09,26.4,27106,850962,715598,-135364,3909,6.754,32.2
SF10193,Maharashtra,Ludhiana,Rice,Rabi,7.76,432.0,19.9,72.8,6.9,6.37,24.5,136.6,43.7,161.8,Drip,180.0,3.09,0.93,3.1,24.06,26456,533300,636531,103231,9887,2.433,43.4
SF10194,Tamil Nadu,Nashik,Rice,Kharif,9.19,756.7,30.1,82.9,6.8,7.24,29.1,172.5,71.9,155.2,Flood,140.2,4.73,0.92,3.24,29.78,24484,589790,729134,139344,21159,1.407,72.7
SF10195,Maharashtra,Raichur,Pulses,Rabi,12.32,371.0,24.4,50.4,8.3,7.25,25.7,80.0,28.9,96.8,Rainfed,224.9,2.66,0.94,0.67,8.25,79182,799704,653252,-146452,2643,3.121,39.6
SF10196,Andhra Pradesh,Erode,Cotton,Kharif,1.06,702.0,22.4,57.3,6.7,6.93,34.9,91.7,63.1,105.8,Flood,227.4,5.51,0.75,1.72,1.82,76512,76346,139252,62906,1005,1.811,42.2
SF10197,Andhra Pradesh,Raichur,Rice,Kharif,4.53,1118.6,25.9,69.2,7.0,6.35,,150.2,79.1,95.8,Sprinkler,202.0,7.96,0.97,3.08,13.95,26403,301726,368322,66596,6984,1.997,42.7
SF10198,Madhya Pradesh,Erode,Wheat,Kharif,7.71,636.3,25.7,76.2,7.4,5.79,40.8,90.9,61.2,144.1,Drip,212.6,2.51,0.74,1.44,11.1,27940,498280,310134,-188146,3735,2.972,66.5
SF10199,Madhya Pradesh,Guntur,Wheat,Kharif,5.9,516.3,26.7,70.4,4.9,7.41,34.4,110.5,78.1,148.2,Flood,138.8,6.57,0.71,2.02,11.92,22196,430850,264576,-166274,3837,3.107,44.9
SF10200,Telangana,Indore,Rice,Kharif,9.01,1096.9,28.7,67.7,7.8,6.99,29.6,87.6,42.0,109.5,Rainfed,198.9,2.56,0.75,3.1,27.93,18625,573606,520196,-53410,5948,4.696,57.5
SF10201,Punjab,Ludhiana,Wheat,Rabi,5.61,227.1,22.6,77.0,8.4,6.19,30.3,148.9,56.1,91.2,Rainfed,213.6,7.57,0.98,1.44,8.08,20443,386380,165179,-221201,1481,5.456,19.7
SF10202,Telangana,Rajkot,Chilli,Kharif,4.29,720.0,27.5,71.6,6.9,8.13,26.0,160.9,62.8,100.2,Sprinkler,171.6,6.88,0.79,0.3,1.29,94967,274657,122507,-152150,2873,0.449,43.2
SF10203,Telangana,Nalgonda,Rice,Kharif,6.06,1331.9,29.0,64.2,7.1,5.67,33.9,106.4,55.6,76.4,Flood,205.5,7.46,0.77,0.68,4.12,20981,435383,86442,-348941,11662,0.353,57.5
SF10204,Telangana,Nalgonda,Wheat,Rabi,1.01,598.1,25.9,78.9,7.8,6.21,23.1,150.6,41.0,80.4,Flood,82.0,6.12,0.71,2.23,2.25,22156,60567,49851,-10716,694,3.242,49.5
SF10205,Andhra Pradesh,Guntur,Rice,Kharif,11.88,1083.4,24.2,62.5,6.2,8.13,38.7,110.9,52.6,56.4,Sprinkler,223.9,6.87,0.74,0.3,3.56,21194,733733,75451,-658282,18603,0.191,48.3
SF10206,Maharashtra,Raichur,Pulses,Rabi,2.9,387.8,19.8,63.0,7.5,7.1,20.5,95.2,66.5,171.8,Sprinkler,266.4,7.25,0.91,0.89,2.58,79398,255473,204847,-50626,984,2.622,32.4
SF10207,Telangana,Erode,Chilli,Kharif,13.11,888.3,29.6,52.4,5.2,6.23,34.0,125.8,52.3,80.1,Rainfed,129.2,3.3,0.71,1.77,23.2,105502,842025,2447646,1605621,4471,5.189,51.1
SF10208,Gujarat,Indore,Wheat,Kharif,12.21,1074.1,27.2,66.7,6.6,6.64,36.0,130.7,76.2,96.2,Sprinkler,129.8,4.76,0.82,3.55,43.35,24703,914406,1070875,156469,7034,6.163,70.6
SF10209,Andhra Pradesh,Indore,Chilli,Kharif,7.95,938.3,27.7,77.0,6.3,5.98,26.1,203.7,42.8,118.3,Rainfed,255.3,5.86,0.94,1.39,11.05,96896,521704,1070701,548997,2770,3.989,50.0
SF10210,Maharashtra,Rajkot,Chilli,Rabi,14.57,521.6,24.7,60.1,7.5,7.46,29.4,168.3,51.8,93.8,Drip,155.4,5.78,0.89,1.42,20.69,111232,981067,2301390,1320323,8577,2.412,44.3
SF10211,Tamil Nadu,Indore,Groundnut,Kharif,2.3,1057.3,27.6,64.9,6.3,6.85,31.8,138.3,60.2,111.1,Flood,213.4,7.08,0.68,1.89,4.35,56093,174691,244005,69314,1524,2.854,54.7
SF10212,Tamil Nadu,Erode,Cotton,Zaid,10.3,318.6,33.7,47.5,8.2,7.62,15.0,111.4,51.8,120.7,Sprinkler,199.4,4.91,0.75,0.52,5.36,47673,679477,255527,-423950,7236,0.741,34.3
SF10213,Maharashtra,Krishna,Cotton,Zaid,0.66,667.2,32.2,57.5,9.3,6.69,17.0,112.1,57.0,96.1,Drip,161.4,7.77,0.76,1.93,1.27,64259,51256,81609,30353,414,3.068,35.3
SF10214,Punjab,Krishna,Wheat,Kharif,11.89,657.1,27.7,64.3,6.6,7.16,37.0,129.9,39.4,130.1,Flood,174.7,7.55,0.77,2.84,33.77,23847,744612,805313,60701,7869,4.292,46.2
SF10215,Punjab,Krishna,Rice,Kharif,13.64,634.6,28.6,78.5,7.1,6.29,22.7,119.6,45.3,97.4,Flood,307.0,8.86,0.99,3.59,48.97,20045,1201172,981604,-219568,31242,1.567,40.5
SF10216,Karnataka,Ludhiana,Maize,Zaid,8.28,402.2,32.2,39.1,8.6,5.54,16.4,91.9,60.5,83.7,Flood,200.0,2.95,0.94,0.53,4.39,17593,581982,77233,-504749,5444,0.806,43.4
SF10217,Punjab,Warangal,Maize,Rabi,7.77,477.4,22.7,58.5,7.5,7.77,24.8,103.6,41.1,138.8,Flood,269.7,7.32,0.96,0.9,6.99,19175,580465,134033,-446432,5864,1.192,30.8
SF10218,Gujarat,Warangal,Maize,Rabi,10.74,354.1,30.7,53.1,8.4,6.94,20.8,135.2,60.2,93.5,Rainfed,378.9,5.07,0.72,2.9,31.15,22268,854715,693648,-161067,3457,9.011,37.5
SF10219,Telangana,Nashik,Rice,Rabi,13.51,429.3,21.5,53.0,8.7,6.72,24.9,139.1,50.1,65.1,Drip,220.9,4.77,0.88,3.62,48.91,18502,1021676,904933,-116743,19127,2.557,39.5
SF10220,Punjab,Raichur,Wheat,Kharif,11.24,917.5,27.2,87.7,7.6,6.29,32.8,161.6,47.9,100.1,Flood,132.5,4.03,0.74,3.06,34.39,19691,684228,677173,-7055,7308,4.706,58.8
SF10221,Punjab,Nalgonda,Wheat,Kharif,14.91,582.5,25.1,80.6,6.4,7.92,29.4,121.4,35.7,76.6,Rainfed,137.0,3.71,0.74,0.5,7.46,21510,843471,160465,-683006,3891,1.917,53.4
SF10222,Punjab,Rajkot,Pulses,Rabi,12.64,397.3,22.2,39.7,6.1,5.95,22.7,109.6,58.5,139.0,Sprinkler,182.9,6.11,0.81,0.57,7.2,68344,807725,492077,-315648,4935,1.459,25.9
SF10223,Maharashtra,Nashik,Sugarcane,Rabi,11.44,699.6,24.7,50.6,7.4,6.82,23.0,146.2,69.9,61.9,Rainfed,177.6,0.73,0.72,72.54,829.86,3876,638104,3216537,2578433,12436,66.73,58.0
SF10224,Maharashtra,Erode,Groundnut,Rabi,11.68,662.0,26.9,55.4,8.6,6.76,20.5,129.6,42.3,81.8,Drip,284.1,3.59,0.81,2.31,26.98,48397,752579,1305751,553172,5070,5.321,60.1
SF10225,Maharashtra,Nashik,Wheat,Rabi,11.73,631.8,24.3,59.5,6.4,5.8,25.5,146.0,31.5,128.9,Sprinkler,236.4,1.65,1.0,1.15,13.49,26910,688355,363016,-325339,6446,2.093,57.7
SF10226,Punjab,Indore,Rice,Rabi,14.85,93.2,23.1,57.7,7.0,6.52,24.7,169.6,36.8,77.0,Sprinkler,109.7,0.5,0.76,2.32,34.45,20864,754599,718765,-35834,21415,1.609,45.6
SF10227,Karnataka,Raichur,Maize,Rabi,1.07,569.7,22.8,61.5,7.7,7.05,27.1,161.9,69.4,72.6,Drip,278.3,1.92,0.97,4.38,4.69,24139,74863,113212,38349,607,7.727,53.5
SF10228,Gujarat,Warangal,Sugarcane,Kharif,6.03,859.1,31.4,63.4,7.2,5.86,27.7,158.8,47.2,133.9,Rainfed,84.2,3.19,0.7,26.01,156.84,4457,302565,699036,396471,6273,25.002,53.8
SF10229,Andhra Pradesh,Nalgonda,Cotton,Rabi,4.99,427.5,25.5,66.0,7.7,6.67,16.7,130.9,70.3,65.0,Drip,183.0,6.98,0.67,1.81,9.03,64283,363381,580475,217094,3228,2.797,43.0
SF10230,Andhra Pradesh,Rajkot,Cotton,Rabi,8.12,525.4,23.1,48.3,8.4,7.6,24.9,139.2,42.9,106.7,Drip,269.7,8.1,0.99,0.75,6.09,69342,533293,422293,-111000,4611,1.321,12.6
SF10231,Maharashtra,Indore,Sugarcane,Rabi,4.03,443.6,25.0,80.0,8.7,8.02,29.3,66.1,48.4,168.5,Flood,151.4,5.38,0.67,6.4,25.79,2814,272172,72573,-199599,9527,2.707,51.1
SF10232,Punjab,Warangal,Rice,Rabi,3.04,762.2,24.1,74.1,8.0,5.9,28.4,169.0,19.9,66.1,Flood,124.6,2.59,0.84,1.88,5.72,19143,206700,109498,-97202,6612,0.865,61.6
SF10233,Tamil Nadu,Ludhiana,Wheat,Rabi,7.06,413.9,20.6,59.6,9.3,6.57,17.3,40.0,52.3,67.6,Rainfed,128.4,5.16,0.73,1.86,13.13,22016,356320,289070,-67250,1948,6.74,38.2
